individual,language_indiv,filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,TGT_first,speaker_tgt_oth,speaker_x,correct_answer,binarized_answer,nb_stimuli,TGT_first_code,language_indiv_code,language_stimuli,language_stimuli_code
28,french,BR_TRIP26432_0,ũ,u,m,d,BR901,BR1043,BR703,BR-participant5,BR-participant1,False,2,1,153,0,1,BR,2
28,french,FR_TRIP35715_1,ɔ,œ,z,f,FR4007,FR4232,FR2655,FR-participant8,FR-participant1,True,1,1,154,1,1,FR,0
28,french,GL_TRIP975_0,o,ɔ,f,f,GLO125,GLO61,GLO60,S05M,S02M,False,1,1,155,0,1,GL,4
28,french,GL_TRIP1320_1,e,i,g,g,GLO0,GLO9,GLO68,S04F,S03M,True,2,1,156,1,1,GL,4
28,french,TU_TRIP3116_0,ɯ,y,d,ʃ,TU189,TU158,TU57,TU-participant3,TU-participant2,False,2,1,157,0,1,TU,5
28,french,ES_TRIP9384_1,ø:,ɤ:,s,t,ES309,ES298,ES213,ES-participant5,ES-participant1,True,-2,-1,158,1,1,ES,6
28,french,FR_TRIP65207_0,o,ɔ,z,b,FR1641,FR1303,FR1888,FR-participant4,FR-participant3,False,2,1,159,0,1,FR,0
28,french,EN_TRIP40722_1,u,ɑ,z,f,EN1866,EN1642,EN2538,EN-participant1,EN-participant5,True,3,1,160,1,1,EN,1
28,french,BR_TRIP32140_0,ɐ̃,õ,l,s,BR917,BR888,BR250,BR-participant5,BR-participant4,False,-2,-1,161,0,1,BR,2
28,french,ES_TRIP37001_0,y:,i:,m,v,ES246,ES245,ES57,ES-participant1,ES-participant2,False,2,1,162,0,1,ES,6
28,french,TU_TRIP10742_0,y,ɯ,f,z,TU257,TU262,TU123,TU-participant1,TU-participant4,False,2,1,163,0,1,TU,5
28,french,FR_TRIP17527_1,e,ɛ̃,z,f,FR1917,FR1965,FR3460,FR-participant3,FR-participant5,True,2,1,164,1,1,FR,0
28,french,BR_TRIP44419_1,i,e,f,s,BR327,BR287,BR640,BR-participant4,BR-participant3,True,1,1,165,1,1,BR,2
28,french,GL_TRIP133_0,a,aː,p,p,GLO96,GLO67,GLO4,S03M,S02M,False,2,1,166,0,1,GL,4
28,french,GR_TRIP17951_0,ʏ,ɪ,f,t,GR511,GR474,GR355,GR-participant3,GR-participant4,False,2,1,167,0,1,GR,3
28,french,GR_TRIP34197_0,iː,ɪ,ɡ,s,GR629,GR559,GR674,GR-participant1,GR-participant5,False,-1,-1,168,0,1,GR,3
28,french,BR_TRIP65865_1,ẽ,ĩ,l,s,BR839,BR688,BR546,BR-participant1,BR-participant3,True,2,1,169,1,1,BR,2
28,french,FR_TRIP76548_1,ø,œ,f,f,FR3981,FR3566,FR1847,FR-participant5,FR-participant3,True,2,1,170,1,1,FR,0
29,french,FR_TRIP26299_1,ø,ɔ,z,b,FR2952,FR3238,FR1230,FR-participant7,FR-participant4,True,-3,-1,0,1,1,FR,0
29,french,BR_TRIP19669_0,e,i,d,s,BR489,BR451,BR367,BR-participant3,BR-participant4,False,2,1,1,0,1,BR,2
29,french,TU_TRIP567_1,i,y,f,z,TU107,TU110,TU219,TU-participant4,TU-participant1,True,2,1,2,1,1,TU,5
29,french,EN_TRIP1471_0,u,ʊ,f,s,EN237,EN73,EN1474,EN-participant6,EN-participant3,False,2,1,3,0,1,EN,1
29,french,GR_TRIP64054_1,yː,iː,b,s,GR279,GR290,GR179,GR-participant4,GR-participant2,True,3,1,4,1,1,GR,3
29,french,ES_TRIP28967_0,y:,ɤ:,s,t,ES192,ES190,ES27,ES-participant3,ES-participant2,False,1,1,5,0,1,ES,6
29,french,BR_TRIP722_1,ũ,u,k,b,BR171,BR0,BR431,BR-participant2,BR-participant4,True,2,1,6,1,1,BR,2
29,french,FR_TRIP17640_0,œ,o,z,f,FR2061,FR1891,FR1602,FR-participant3,FR-participant4,False,3,1,7,0,1,FR,0
29,french,BR_TRIP1940_1,õ,ẽ,m,d,BR92,BR147,BR429,BR-participant2,BR-participant4,True,-2,-1,8,1,1,BR,2
29,french,GR_TRIP17780_0,ʏ,ʊ,f,t,GR511,GR424,GR355,GR-participant3,GR-participant4,False,-1,-1,9,0,1,GR,3
29,french,GL_TRIP2386_1,ɛ,i,p,p,GLO57,GLO165,GLO39,S07F,S03M,True,3,1,10,1,1,GL,4
29,french,ES_TRIP8664_0,æ:,ø:,l,s,ES70,ES66,ES223,ES-participant2,ES-participant1,False,3,1,11,0,1,ES,6
29,french,EN_TRIP27259_1,æ,ɪ,z,b,EN980,EN959,EN2816,EN-participant4,EN-participant8,True,3,1,12,1,1,EN,1
29,french,BR_TRIP20803_0,õ,ɐ̃,l,s,BR567,BR618,BR666,BR-participant3,BR-participant1,False,3,1,13,0,1,BR,2
29,french,FR_TRIP12517_0,e,i,f,f,FR1930,FR2254,FR564,FR-participant3,FR-participant6,False,-1,-1,14,0,1,FR,0
29,french,EN_TRIP11286_1,æ,ʌ,t,s,EN2297,EN2003,EN1665,EN-participant7,EN-participant1,True,2,1,15,1,1,EN,1
29,french,TU_TRIP8554_1,œ,y,p,t,TU30,TU7,TU146,TU-participant2,TU-participant3,True,2,1,16,1,1,TU,5
29,french,ES_TRIP20895_0,ɤ:,i:,m,v,ES136,ES137,ES328,ES-participant4,ES-participant5,False,2,1,17,0,1,ES,6
29,french,GR_TRIP15088_1,ɪ,iː,ɡ,s,GR448,GR437,GR750,GR-participant3,GR-participant5,True,-2,-1,18,1,1,GR,3
29,french,BR_TRIP63498_0,o,ɔ,k,s,BR829,BR826,BR203,BR-participant1,BR-participant2,False,1,1,19,0,1,BR,2
29,french,FR_TRIP84489_0,œ,ø,z,f,FR3954,FR3968,FR3367,FR-participant5,FR-participant7,False,-2,-1,20,0,1,FR,0
29,french,BR_TRIP58975_1,ĩ,e,s,p,BR647,BR735,BR558,BR-participant1,BR-participant3,True,-1,-1,21,1,1,BR,2
29,french,GR_TRIP10332_1,ʏ,øː,l,t,GR156,GR251,GR31,GR-participant2,GR-participant6,True,3,1,22,1,1,GR,3
29,french,ES_TRIP18391_0,æ:,y:,m,v,ES355,ES330,ES187,ES-participant5,ES-participant3,False,2,1,23,0,1,ES,6
29,french,EN_TRIP40108_1,ɛ,eɪ,z,b,EN1786,EN1843,EN2802,EN-participant1,EN-participant8,True,-2,-1,24,1,1,EN,1
29,french,BR_TRIP32829_0,ũ,ẽ,s,t,BR904,BR1051,BR662,BR-participant5,BR-participant1,False,3,1,25,0,1,BR,2
29,french,FR_TRIP2401_1,u,ɔ,f,f,FR1097,FR1034,FR3858,FR-participant2,FR-participant5,True,1,1,26,1,1,FR,0
29,french,TU_TRIP4683_0,y,u,t,s,TU181,TU135,TU223,TU-participant3,TU-participant1,False,2,1,27,0,1,TU,5
29,french,EN_TRIP36499_1,ʌ,ʊ,z,f,EN1514,EN1342,EN367,EN-participant3,EN-participant6,True,1,1,28,1,1,EN,1
29,french,GL_TRIP1291_0,e,i,g,g,GLO137,GLO133,GLO80,S05M,S07F,False,1,1,29,0,1,GL,4
29,french,BR_TRIP58134_0,ɛ,i,f,s,BR732,BR742,BR37,BR-participant1,BR-participant2,False,2,1,30,0,1,BR,2
29,french,GR_TRIP27494_1,yː,aː,f,t,GR597,GR538,GR764,GR-participant1,GR-participant5,True,-1,-1,31,1,1,GR,3
29,french,BR_TRIP56335_1,ĩ,ẽ,z,b,BR687,BR840,BR60,BR-participant1,BR-participant2,True,-2,-1,32,1,1,BR,2
29,french,ES_TRIP31426_0,ø:,y:,s,t,ES261,ES264,ES297,ES-participant1,ES-participant5,False,-3,-1,33,0,1,ES,6
29,french,FR_TRIP38291_1,ɛ̃,ɑ̃,f,f,FR4094,FR4487,FR3486,FR-participant8,FR-participant5,True,-2,-1,34,1,1,FR,0
29,french,TU_TRIP9186_0,u,ɯ,ʃ,t,TU248,TU229,TU70,TU-participant1,TU-participant4,False,2,1,35,0,1,TU,5
29,french,EN_TRIP12320_1,ʊ,ɪ,z,f,EN2375,EN2530,EN1023,EN-participant5,EN-participant4,True,3,1,36,1,1,EN,1
29,french,BR_TRIP48889_0,i,ĩ,s,k,BR373,BR309,BR992,BR-participant4,BR-participant5,False,-2,-1,37,0,1,BR,2
29,french,GR_TRIP69259_0,uː,ʊ,f,t,GR728,GR661,GR450,GR-participant5,GR-participant3,False,3,1,38,0,1,GR,3
29,french,EN_TRIP8612_1,ɑ,u,f,s,EN1939,EN2244,EN856,EN-participant7,EN-participant4,True,3,1,39,1,1,EN,1
29,french,BR_TRIP41090_1,ɐ̃,ĩ,z,b,BR232,BR411,BR137,BR-participant4,BR-participant2,True,2,1,40,1,1,BR,2
29,french,FR_TRIP18758_0,ɛ,ɛ̃,z,b,FR1812,FR1962,FR3779,FR-participant3,FR-participant1,False,3,1,41,0,1,FR,0
29,french,TU_TRIP8058_1,ɯ,i,ʃ,t,TU23,TU46,TU86,TU-participant2,TU-participant4,True,3,1,42,1,1,TU,5
29,french,ES_TRIP3223_0,ɤ:,a:,m,v,ES55,ES47,ES112,ES-participant2,ES-participant4,False,3,1,43,0,1,ES,6
29,french,GL_TRIP1309_1,aː,a,g,g,GLO146,GLO127,GLO1,S05M,S02M,True,1,1,44,1,1,GL,4
29,french,GR_TRIP36149_0,ʏ,ɪ,f,s,GR566,GR557,GR354,GR-participant1,GR-participant4,False,3,1,45,0,1,GR,3
29,french,FR_TRIP50885_0,y,i,z,f,FR327,FR56,FR4332,FR-participant6,FR-participant8,False,3,1,46,0,1,FR,0
29,french,GR_TRIP51064_1,yː,uː,z,t,GR43,GR14,GR553,GR-participant6,GR-participant1,True,-3,-1,47,1,1,GR,3
29,french,BR_TRIP11858_1,ɐ̃,ũ,k,b,BR478,BR521,BR790,BR-participant3,BR-participant1,True,-2,-1,48,1,1,BR,2
29,french,TU_TRIP3244_0,y,ɯ,d,ʃ,TU158,TU132,TU239,TU-participant3,TU-participant1,False,2,1,49,0,1,TU,5
29,french,ES_TRIP21197_0,i:,y:,m,v,ES113,ES114,ES353,ES-participant4,ES-participant5,False,1,1,50,0,1,ES,6
29,french,GL_TRIP1510_0,e,ɛ,f,f,GLO33,GLO143,GLO55,S04F,S03M,False,3,1,51,0,1,GL,4
29,french,BR_TRIP31222_0,ũ,ĩ,f,s,BR896,BR969,BR674,BR-participant5,BR-participant1,False,1,1,52,0,1,BR,2
29,french,FR_TRIP50922_1,ɑ̃,ɔ̃,z,f,FR456,FR83,FR1860,FR-participant6,FR-participant3,True,-3,-1,53,1,1,FR,0
29,french,BR_TRIP36649_1,õ,ɔ,k,f,BR271,BR340,BR977,BR-participant4,BR-participant5,True,-2,-1,54,1,1,BR,2
29,french,ES_TRIP8699_1,æ:,ɤ:,l,s,ES34,ES31,ES103,ES-participant2,ES-participant4,True,3,1,55,1,1,ES,6
29,french,FR_TRIP12609_1,ɔ,o,f,f,FR2004,FR2192,FR2668,FR-participant3,FR-participant1,True,-3,-1,56,1,1,FR,0
29,french,GR_TRIP79555_0,ʏ,aː,b,s,GR713,GR706,GR428,GR-participant5,GR-participant3,False,3,1,57,0,1,GR,3
29,french,BR_TRIP2523_1,ẽ,ɐ̃,t,t,BR57,BR3,BR257,BR-participant2,BR-participant4,True,3,1,58,1,1,BR,2
29,french,EN_TRIP17203_0,i,ɪ,z,b,EN2864,EN2979,EN811,EN-participant8,EN-participant4,False,2,1,59,0,1,EN,1
29,french,ES_TRIP29363_1,æ:,a:,s,t,ES193,ES158,ES313,ES-participant3,ES-participant5,True,-2,-1,60,1,1,ES,6
29,french,GR_TRIP46239_0,ʏ,iː,f,s,GR29,GR38,GR548,GR-participant6,GR-participant1,False,3,1,61,0,1,GR,3
29,french,TU_TRIP3350_0,u,i,f,z,TU134,TU151,TU59,TU-participant3,TU-participant2,False,2,1,62,0,1,TU,5
29,french,GR_TRIP25448_0,øː,yː,l,t,GR454,GR493,GR55,GR-participant3,GR-participant6,False,2,1,63,0,1,GR,3
29,french,EN_TRIP17517_1,ʌ,ɑ,z,f,EN2674,EN2723,EN459,EN-participant8,EN-participant2,True,-2,-1,64,1,1,EN,1
29,french,FR_TRIP56868_0,ɛ,e,f,f,FR1206,FR1685,FR2928,FR-participant4,FR-participant7,False,3,1,65,0,1,FR,0
29,french,BR_TRIP64729_1,a,ɐ̃,k,s,BR743,BR761,BR922,BR-participant1,BR-participant5,True,3,1,66,1,1,BR,2
29,french,BR_TRIP45334_1,u,o,k,s,BR349,BR221,BR910,BR-participant4,BR-participant5,True,-1,-1,67,1,1,BR,2
29,french,ES_TRIP8751_1,æ:,i:,l,s,ES22,ES32,ES199,ES-participant2,ES-participant3,True,3,1,68,1,1,ES,6
29,french,ES_TRIP31588_0,ɤ:,ø:,s,t,ES226,ES261,ES298,ES-participant1,ES-participant5,False,-1,-1,69,0,1,ES,6
29,french,BR_TRIP49015_1,õ,ĩ,l,g,BR851,BR689,BR973,BR-participant1,BR-participant5,True,3,1,70,1,1,BR,2
29,french,GR_TRIP71750_1,yː,ʏ,f,t,GR764,GR694,GR221,GR-participant5,GR-participant2,True,2,1,71,1,1,GR,3
29,french,GL_TRIP150_0,ɔ,o,p,p,GLO132,GLO32,GLO30,S03M,S01F,False,3,1,72,0,1,GL,4
29,french,FR_TRIP49305_0,ɔ,œ,z,b,FR37,FR178,FR4004,FR-participant6,FR-participant8,False,2,1,73,0,1,FR,0
29,french,EN_TRIP12256_0,æ,ɑ,z,f,EN2310,EN2414,EN983,EN-participant5,EN-participant4,False,2,1,74,0,1,EN,1
29,french,BR_TRIP43304_0,ɛ,e,d,s,BR364,BR283,BR861,BR-participant4,BR-participant5,False,-3,-1,75,0,1,BR,2
29,french,TU_TRIP11304_0,œ,ɯ,t,s,TU217,TU228,TU74,TU-participant1,TU-participant4,False,3,1,76,0,1,TU,5
29,french,FR_TRIP65023_0,ɛ̃,e,z,b,FR1480,FR1623,FR4203,FR-participant4,FR-participant8,False,2,1,77,0,1,FR,0
29,french,BR_TRIP8447_1,õ,ũ,s,t,BR91,BR28,BR428,BR-participant2,BR-participant4,True,2,1,78,1,1,BR,2
29,french,GR_TRIP72609_0,øː,ʏ,ts,k,GR761,GR670,GR524,GR-participant5,GR-participant1,False,3,1,79,0,1,GR,3
29,french,GR_TRIP12279_0,yː,øː,ts,k,GR138,GR256,GR284,GR-participant2,GR-participant4,False,2,1,80,0,1,GR,3
29,french,ES_TRIP10332_1,i:,y:,s,t,ES299,ES312,ES86,ES-participant5,ES-participant4,True,2,1,81,1,1,ES,6
29,french,ES_TRIP33245_0,ɤ:,y:,l,s,ES232,ES234,ES67,ES-participant1,ES-participant2,False,-2,-1,82,0,1,ES,6
29,french,ES_TRIP7712_0,ɤ:,æ:,l,s,ES31,ES34,ES268,ES-participant2,ES-participant1,False,2,1,83,0,1,ES,6
29,french,BR_TRIP24457_1,i,ɛ,t,t,BR1055,BR860,BR795,BR-participant5,BR-participant1,True,2,1,84,1,1,BR,2
29,french,ES_TRIP4329_1,æ:,y:,m,v,ES46,ES45,ES82,ES-participant2,ES-participant4,True,3,1,85,1,1,ES,6
29,french,BR_TRIP41881_1,ĩ,ẽ,z,b,BR304,BR256,BR60,BR-participant4,BR-participant2,True,3,1,86,1,1,BR,2
29,french,EN_TRIP2212_0,ɑ,ʌ,b,f,EN133,EN362,EN1437,EN-participant6,EN-participant3,False,-3,-1,87,0,1,EN,1
29,french,GR_TRIP37873_1,yː,iː,b,s,GR550,GR628,GR40,GR-participant1,GR-participant6,True,2,1,88,1,1,GR,3
29,french,GR_TRIP49858_1,ʏ,ʊ,f,t,GR116,GR92,GR586,GR-participant6,GR-participant1,True,-2,-1,89,1,1,GR,3
29,french,GR_TRIP61763_0,ʏ,iː,f,s,GR326,GR292,GR510,GR-participant4,GR-participant3,False,3,1,90,0,1,GR,3
29,french,FR_TRIP81996_1,ɛ̃,ɛ,z,b,FR3470,FR3779,FR1962,FR-participant5,FR-participant3,True,2,1,91,1,1,FR,0
29,french,FR_TRIP57090_0,œ,o,f,f,FR1615,FR1657,FR2074,FR-participant4,FR-participant3,False,2,1,92,0,1,FR,0
29,french,TU_TRIP11024_1,u,y,t,s,TU203,TU236,TU100,TU-participant1,TU-participant4,True,-3,-1,93,1,1,TU,5
29,french,EN_TRIP22185_1,æ,ɪ,z,b,EN532,EN717,EN2307,EN-participant2,EN-participant5,True,3,1,94,1,1,EN,1
29,french,EN_TRIP27338_1,ʊ,u,z,b,EN1020,EN1144,EN2924,EN-participant4,EN-participant8,True,3,1,95,1,1,EN,1
29,french,BR_TRIP16155_1,u,ũ,m,d,BR614,BR570,BR783,BR-participant3,BR-participant1,True,-1,-1,96,1,1,BR,2
29,french,ES_TRIP9599_0,ø:,æ:,s,t,ES297,ES301,ES189,ES-participant5,ES-participant3,False,3,1,97,0,1,ES,6
29,french,BR_TRIP23148_1,a,ɐ̃,t,t,BR925,BR915,BR314,BR-participant5,BR-participant4,True,2,1,98,1,1,BR,2
29,french,ES_TRIP11930_0,ø:,y:,l,s,ES291,ES318,ES195,ES-participant5,ES-participant3,False,2,1,99,0,1,ES,6
29,french,TU_TRIP2053_0,u,i,ʃ,t,TU70,TU78,TU35,TU-participant4,TU-participant2,False,2,1,100,0,1,TU,5
29,french,BR_TRIP36215_1,o,ɔ,z,f,BR222,BR214,BR607,BR-participant4,BR-participant3,True,2,1,101,1,1,BR,2
29,french,BR_TRIP31489_1,e,ĩ,s,p,BR865,BR970,BR320,BR-participant5,BR-participant4,True,1,1,102,1,1,BR,2
29,french,TU_TRIP8137_0,ɯ,u,ʃ,t,TU11,TU29,TU117,TU-participant2,TU-participant4,False,3,1,103,0,1,TU,5
29,french,EN_TRIP7396_0,ɛ,eɪ,z,f,EN2088,EN1953,EN400,EN-participant7,EN-participant2,False,3,1,104,0,1,EN,1
29,french,BR_TRIP62841_0,ɔ,õ,k,s,BR715,BR697,BR526,BR-participant1,BR-participant3,False,3,1,105,0,1,BR,2
29,french,TU_TRIP6672_1,i,y,t,s,TU45,TU48,TU77,TU-participant2,TU-participant4,True,2,1,106,1,1,TU,5
29,french,ES_TRIP26801_1,ɤ:,i:,m,v,ES184,ES185,ES55,ES-participant3,ES-participant2,True,3,1,107,1,1,ES,6
29,french,EN_TRIP8682_0,ɪ,ʊ,f,s,EN1991,EN2269,EN1763,EN-participant7,EN-participant1,False,3,1,108,0,1,EN,1
29,french,BR_TRIP19672_0,e,i,d,s,BR489,BR451,BR814,BR-participant3,BR-participant1,False,3,1,109,0,1,BR,2
29,french,GL_TRIP2400_1,a,aː,p,p,GLO113,GLO34,GLO96,S07F,S03M,True,-2,-1,110,1,1,GL,4
29,french,ES_TRIP12840_1,i:,æ:,l,s,ES305,ES307,ES221,ES-participant5,ES-participant1,True,3,1,111,1,1,ES,6
29,french,EN_TRIP7528_1,i,ɪ,z,f,EN2215,EN2197,EN634,EN-participant7,EN-participant2,True,3,1,112,1,1,EN,1
29,french,BR_TRIP9774_0,i,ĩ,f,s,BR47,BR151,BR742,BR-participant2,BR-participant1,False,1,1,113,0,1,BR,2
29,french,BR_TRIP40731_1,ũ,ɐ̃,m,d,BR277,BR296,BR520,BR-participant4,BR-participant3,True,-2,-1,114,1,1,BR,2
29,french,GL_TRIP104_0,i,ɛ,p,p,GLO78,GLO39,GLO25,S03M,S04F,False,2,1,115,0,1,GL,4
29,french,BR_TRIP16676_0,õ,ɐ̃,m,d,BR569,BR543,BR429,BR-participant3,BR-participant4,False,2,1,116,0,1,BR,2
29,french,FR_TRIP19239_0,ɔ,ø,z,b,FR2216,FR1831,FR37,FR-participant3,FR-participant6,False,3,1,117,0,1,FR,0
29,french,GR_TRIP47926_1,ɪ,iː,f,t,GR12,GR35,GR187,GR-participant6,GR-participant2,True,3,1,118,1,1,GR,3
29,french,ES_TRIP22154_1,ø:,ɤ:,s,t,ES84,ES118,ES60,ES-participant4,ES-participant2,True,-2,-1,119,1,1,ES,6
29,french,BR_TRIP46517_0,ɐ̃,ĩ,s,t,BR251,BR265,BR139,BR-participant4,BR-participant2,False,3,1,120,0,1,BR,2
29,french,FR_TRIP69934_1,e,i,z,f,FR3460,FR3827,FR868,FR-participant1,FR-participant2,True,1,1,121,1,1,FR,0
29,french,EN_TRIP2885_1,æ,ɑ,z,b,EN261,EN135,EN1450,EN-participant6,EN-participant3,True,-2,-1,122,1,1,EN,1
29,french,FR_TRIP76467_0,i,y,f,f,FR3870,FR3910,FR684,FR-participant5,FR-participant2,False,3,1,123,0,1,FR,0
29,french,FR_TRIP82012_1,o,ɔ,z,b,FR3528,FR3433,FR3256,FR-participant5,FR-participant7,True,3,1,124,1,1,FR,0
29,french,BR_TRIP20788_0,ẽ,ɐ̃,l,s,BR546,BR541,BR769,BR-participant3,BR-participant1,False,3,1,125,0,1,BR,2
29,french,FR_TRIP49307_1,ɔ,œ,z,b,FR37,FR182,FR1018,FR-participant6,FR-participant2,True,-3,-1,126,1,1,FR,0
29,french,GR_TRIP59331_0,yː,aː,f,t,GR295,GR316,GR441,GR-participant4,GR-participant3,False,3,1,127,0,1,GR,3
29,french,FR_TRIP54809_1,ɛ̃,e,f,f,FR126,FR564,FR3111,FR-participant6,FR-participant7,True,2,1,128,1,1,FR,0
29,french,TU_TRIP7107_0,ɯ,i,t,s,TU53,TU45,TU160,TU-participant2,TU-participant3,False,2,1,129,0,1,TU,5
29,french,FR_TRIP35207_1,ɔ̃,ɑ̃,z,b,FR4247,FR4271,FR2382,FR-participant8,FR-participant1,True,-1,-1,130,1,1,FR,0
29,french,EN_TRIP40165_0,u,ɑ,z,b,EN1863,EN1639,EN2753,EN-participant1,EN-participant8,False,2,1,131,0,1,EN,1
29,french,ES_TRIP30135_1,ɤ:,a:,l,s,ES160,ES164,ES292,ES-participant3,ES-participant5,True,1,1,132,1,1,ES,6
29,french,BR_TRIP57143_0,o,u,b,k,BR716,BR778,BR1062,BR-participant1,BR-participant5,False,3,1,133,0,1,BR,2
29,french,FR_TRIP66201_1,ɑ̃,ɛ̃,z,f,FR1523,FR1483,FR1860,FR-participant4,FR-participant3,True,2,1,134,1,1,FR,0
29,french,TU_TRIP8739_0,y,œ,d,ʃ,TU20,TU40,TU158,TU-participant2,TU-participant3,False,1,1,135,0,1,TU,5
29,french,GR_TRIP24606_1,uː,yː,z,t,GR449,GR443,GR14,GR-participant3,GR-participant6,True,-2,-1,136,1,1,GR,3
29,french,GR_TRIP39433_0,ʊ,uː,z,t,GR617,GR560,GR322,GR-participant1,GR-participant4,False,3,1,137,0,1,GR,3
29,french,BR_TRIP31959_1,õ,ĩ,l,s,BR888,BR876,BR656,BR-participant5,BR-participant1,True,3,1,138,1,1,BR,2
29,french,BR_TRIP14923_0,ũ,ĩ,z,b,BR574,BR504,BR338,BR-participant3,BR-participant4,False,1,1,139,0,1,BR,2
29,french,ES_TRIP18882_0,a:,æ:,m,v,ES356,ES343,ES83,ES-participant5,ES-participant4,False,1,1,140,0,1,ES,6
29,french,TU_TRIP10742_0,y,ɯ,f,z,TU257,TU262,TU123,TU-participant1,TU-participant4,False,2,1,141,0,1,TU,5
29,french,FR_TRIP76049_1,e,ɛ,f,f,FR3553,FR3742,FR1930,FR-participant5,FR-participant3,True,3,1,142,1,1,FR,0
29,french,BR_TRIP57424_1,e,ɛ,t,ʃ,BR817,BR733,BR80,BR-participant1,BR-participant2,True,-1,-1,143,1,1,BR,2
29,french,GL_TRIP2141_1,i,e,f,f,GLO16,GLO76,GLO58,S01F,S05M,True,3,1,144,1,1,GL,4
29,french,GL_TRIP913_0,e,ɛ,f,f,GLO63,GLO73,GLO66,S05M,S02M,False,-1,-1,145,0,1,GL,4
29,french,TU_TRIP10080_1,œ,ɯ,d,ʃ,TU250,TU200,TU72,TU-participant1,TU-participant4,True,3,1,146,1,1,TU,5
29,french,EN_TRIP14787_0,ʊ,ʌ,t,s,EN2397,EN2484,EN760,EN-participant5,EN-participant2,False,2,1,147,0,1,EN,1
29,french,BR_TRIP38316_1,õ,ũ,k,b,BR423,BR278,BR18,BR-participant4,BR-participant2,True,2,1,148,1,1,BR,2
29,french,GR_TRIP21390_1,ɪ,ʏ,f,s,GR473,GR397,GR11,GR-participant3,GR-participant6,True,-3,-1,149,1,1,GR,3
29,french,GL_TRIP1203_0,o,ɔ,g,g,GLO101,GLO41,GLO136,S05M,S07F,False,3,1,150,0,1,GL,4
29,french,BR_TRIP7746_0,ẽ,õ,l,s,BR55,BR90,BR682,BR-participant2,BR-participant1,False,3,1,151,0,1,BR,2
29,french,GR_TRIP49510_1,ʏ,yː,f,t,GR98,GR66,GR213,GR-participant6,GR-participant2,True,-3,-1,152,1,1,GR,3
29,french,EN_TRIP27528_1,ʌ,æ,z,f,EN897,EN983,EN2674,EN-participant4,EN-participant8,True,-1,-1,153,1,1,EN,1
29,french,FR_TRIP76549_0,ø,œ,f,f,FR3981,FR3566,FR2968,FR-participant5,FR-participant7,False,3,1,154,0,1,FR,0
29,french,FR_TRIP64782_0,ɔ,u,z,b,FR1303,FR1324,FR4004,FR-participant4,FR-participant8,False,2,1,155,0,1,FR,0
29,french,GR_TRIP77518_0,ʏ,aː,f,s,GR693,GR657,GR212,GR-participant5,GR-participant2,False,2,1,156,0,1,GR,3
29,french,BR_TRIP16577_1,ẽ,ũ,m,d,BR553,BR596,BR843,BR-participant3,BR-participant1,True,1,1,157,1,1,BR,2
29,french,EN_TRIP3413_0,ʊ,ɪ,z,f,EN207,EN181,EN651,EN-participant6,EN-participant2,False,1,1,158,0,1,EN,1
29,french,BR_TRIP46756_1,ɐ̃,ũ,s,t,BR358,BR433,BR947,BR-participant4,BR-participant5,True,1,1,159,1,1,BR,2
29,french,BR_TRIP9171_1,ũ,ĩ,f,s,BR175,BR151,BR282,BR-participant2,BR-participant4,True,1,1,160,1,1,BR,2
29,french,FR_TRIP7942_0,ɛ,ɛ̃,z,f,FR650,FR717,FR2844,FR-participant2,FR-participant1,False,3,1,161,0,1,FR,0
29,french,BR_TRIP58573_1,i,ĩ,f,s,BR742,BR646,BR994,BR-participant1,BR-participant5,True,-1,-1,162,1,1,BR,2
29,french,EN_TRIP36389_0,eɪ,ɛ,z,f,EN1381,EN1269,EN2579,EN-participant3,EN-participant5,False,1,1,163,0,1,EN,1
29,french,TU_TRIP4683_1,y,u,t,s,TU181,TU135,TU223,TU-participant3,TU-participant1,True,1,1,164,1,1,TU,5
29,french,GL_TRIP1468_0,e,i,p,p,GLO107,GLO25,GLO2,S04F,S03M,False,3,1,165,0,1,GL,4
29,french,GR_TRIP796_1,ʏ,aː,b,s,GR241,GR204,GR325,GR-participant2,GR-participant4,True,3,1,166,1,1,GR,3
29,french,ES_TRIP31767_0,ɤ:,a:,s,t,ES214,ES230,ES286,ES-participant1,ES-participant5,False,1,1,167,0,1,ES,6
29,french,TU_TRIP8523_1,ɯ,œ,p,t,TU55,TU30,TU175,TU-participant2,TU-participant3,True,-1,-1,168,1,1,TU,5
29,french,ES_TRIP13190_0,y:,æ:,l,s,ES294,ES307,ES234,ES-participant5,ES-participant1,False,3,1,169,0,1,ES,6
29,french,ES_TRIP4175_1,æ:,ɤ:,m,v,ES46,ES43,ES283,ES-participant2,ES-participant1,True,3,1,170,1,1,ES,6
29,french,EN_TRIP7318_0,æ,ʌ,z,f,EN2017,EN2220,EN1453,EN-participant7,EN-participant3,False,3,1,171,0,1,EN,1
29,french,BR_TRIP21806_1,ũ,õ,s,t,BR523,BR568,BR433,BR-participant3,BR-participant4,True,-1,-1,172,1,1,BR,2
29,french,GR_TRIP12482_0,uː,yː,ts,k,GR248,GR138,GR753,GR-participant2,GR-participant5,False,3,1,173,0,1,GR,3
29,french,ES_TRIP6338_1,æ:,ø:,s,t,ES64,ES60,ES121,ES-participant2,ES-participant4,True,3,1,174,1,1,ES,6
